location_start_year,num_businesses,num_sole_prop,num_missing_naics,num_missing_pa,num_missing_ma,num_ended
1929.0,1,0.0,0.0,0.0,0.0,0.0
1930.0,1,0.0,0.0,0.0,0.0,0.0
1931.0,1,0.0,0.0,0.0,0.0,0.0
1933.0,1,0.0,0.0,0.0,0.0,1.0
1934.0,1,0.0,0.0,0.0,0.0,1.0
1940.0,1,0.0,0.0,0.0,0.0,1.0
1941.0,2,0.0,0.0,0.0,0.0,1.0
1942.0,1,0.0,0.0,0.0,0.0,0.0
1943.0,49,0.0,0.0,0.0,0.0,27.0
1944.0,5,0.0,0.0,0.0,0.0,2.0
1945.0,1,0.0,0.0,0.0,0.0,0.0
1946.0,3,0.0,0.0,0.0,0.0,1.0
1947.0,5,0.0,0.0,0.0,0.0,2.0
1948.0,8,0.0,0.0,0.0,0.0,6.0
1949.0,7,0.0,0.0,0.0,0.0,3.0
1950.0,11,0.0,0.0,0.0,0.0,6.0
1951.0,10,0.0,0.0,0.0,0.0,4.0
1952.0,15,0.0,0.0,0.0,0.0,11.0
1953.0,30,0.0,0.0,0.0,0.0,23.0
1954.0,23,0.0,0.0,0.0,0.0,13.0
1955.0,32,0.0,0.0,0.0,0.0,25.0
1956.0,32,0.0,0.0,0.0,0.0,19.0
1957.0,28,0.0,0.0,0.0,0.0,18.0
1958.0,41,0.0,0.0,0.0,0.0,29.0
1959.0,56,0.0,0.0,0.0,0.0,40.0
1960.0,61,0.0,0.0,0.0,0.0,41.0
1961.0,80,0.0,0.0,0.0,0.0,54.0
1962.0,76,0.0,0.0,0.0,0.0,46.0
1963.0,68,0.0,0.0,0.0,0.0,42.0
1964.0,80,0.0,0.0,0.0,0.0,49.0
1965.0,85,0.0,0.0,0.0,0.0,57.0
1966.0,109,0.0,0.0,0.0,0.0,81.0
1967.0,130,0.0,0.0,0.0,0.0,99.0
1968.0,124,0.0,0.0,0.0,0.0,84.0
1969.0,223,0.0,0.0,0.0,0.0,159.0
1970.0,174,0.0,0.0,0.0,0.0,131.0
1971.0,177,0.0,0.0,0.0,0.0,122.0
1972.0,231,0.0,0.0,0.0,0.0,172.0
1973.0,268,0.0,0.0,0.0,0.0,186.0
1974.0,267,0.0,0.0,0.0,0.0,181.0
1975.0,296,0.0,0.0,0.0,0.0,200.0
1976.0,388,0.0,0.0,0.0,0.0,285.0
1977.0,403,0.0,0.0,0.0,0.0,282.0
1978.0,452,0.0,0.0,0.0,0.0,321.0
1979.0,534,0.0,0.0,0.0,0.0,382.0
1980.0,599,0.0,0.0,0.0,0.0,407.0
1981.0,759,0.0,0.0,0.0,0.0,544.0
1982.0,1011,0.0,0.0,0.0,0.0,687.0
1983.0,1134,0.0,0.0,0.0,0.0,810.0
1984.0,1244,0.0,0.0,0.0,0.0,909.0
1985.0,1312,0.0,0.0,0.0,0.0,935.0
1986.0,1647,0.0,0.0,0.0,0.0,1173.0
1987.0,2046,0.0,0.0,0.0,0.0,1420.0
1988.0,1832,0.0,0.0,0.0,0.0,1299.0
1989.0,1925,0.0,0.0,0.0,0.0,1379.0
1990.0,2422,0.0,0.0,0.0,0.0,1722.0
1991.0,2328,0.0,0.0,0.0,0.0,1688.0
1992.0,2698,0.0,0.0,0.0,0.0,1958.0
1993.0,2706,0.0,0.0,0.0,0.0,1948.0
1994.0,3153,0.0,0.0,0.0,0.0,2294.0
1995.0,3563,0.0,0.0,0.0,0.0,2631.0
1996.0,5072,0.0,0.0,0.0,0.0,3813.0
1997.0,4900,0.0,0.0,0.0,0.0,3711.0
1998.0,5788,0.0,0.0,0.0,0.0,4474.0
1999.0,7644,0.0,0.0,0.0,0.0,5394.0
2000.0,8080,0.0,0.0,0.0,0.0,6772.0
2001.0,8811,0.0,0.0,0.0,0.0,7471.0
2002.0,9361,0.0,0.0,0.0,0.0,7825.0
2003.0,9284,0.0,0.0,0.0,0.0,7540.0
2004.0,9273,0.0,0.0,0.0,0.0,7488.0
2005.0,9073,0.0,0.0,0.0,0.0,7200.0
2006.0,9361,0.0,0.0,0.0,0.0,7272.0
2007.0,10066,0.0,0.0,0.0,0.0,7647.0
2008.0,10030,0.0,0.0,0.0,0.0,7563.0
2009.0,10086,0.0,0.0,0.0,0.0,7258.0
2010.0,9657,0.0,0.0,0.0,0.0,6825.0
2011.0,9736,0.0,0.0,0.0,0.0,6806.0
2012.0,10499,0.0,0.0,0.0,0.0,6794.0
2013.0,10945,0.0,216.0,216.0,216.0,6504.0
2014.0,12772,0.0,0.0,0.0,0.0,7113.0
2015.0,12655,0.0,0.0,0.0,0.0,5860.0
2016.0,12643,0.0,0.0,0.0,0.0,3657.0
2017.0,16117,0.0,0.0,0.0,0.0,3718.0
2018.0,13145,0.0,0.0,0.0,0.0,2316.0
2019.0,12111,0.0,0.0,0.0,0.0,1014.0
2020.0,4437,0.0,0.0,0.0,0.0,202.0
2021.0,7,0.0,0.0,0.0,0.0,1.0
